query	subject	identity	alig_len	mismatches	gap	qstart	qend	sStart	sEnd	evalue	bitscore
kmer125	H520	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H533	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H540	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H541	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H559	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H561	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H564	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H579	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H624	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H637	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H639	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H640	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H642	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H665	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H672	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H677	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H681	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H682	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H697	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H698	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H703	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H706	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H707	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H709	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H729	100	200	0	0	1	200	21872	22071	2e-103	370
kmer125	H754	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H765	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H775	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H782	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H784	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H787	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H800	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H806	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H810	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H811	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	H811	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	H812	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H813	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H814	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H834	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H849	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H851	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H852	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H853	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H864	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H866	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	H866	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	H876	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H877	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H878	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H883	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H902	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H910	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H911	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H915	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	H920	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I069	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	I069	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	I072	100	130	0	0	71	200	22991	23120	2e-64	241
kmer125	I072	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	I080	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	I080	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	I089	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I106	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I110	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I111	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I112	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I113	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I120	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I127	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I136	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I150	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I182	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	I182	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	I187	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I188	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I223	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I228	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I238	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I257	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I259	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I263	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I270	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I271	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I273	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	I273	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	I289	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I318	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I323	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I331	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I344	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I350	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I351	100	200	0	0	1	200	21879	22078	2e-103	370
kmer125	I372	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I373	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I375	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I379	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I382	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I385	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I386	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I387	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I420	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I439	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I452	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	I452	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	I461	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I462	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I464	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I468	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I476	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I480	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I483	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I496	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I498	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I518	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I521	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I538	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I539	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I598	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I602	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I623	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I646	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I656	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I669	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I692	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I705	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I707	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I728	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I735	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I743	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I751	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I752	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I754	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I755	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I762	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	I762	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	I763	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I859	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I892	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I896	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I915	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I945	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I955	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I958	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I959	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I965	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I968	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I976	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	I977	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	I977	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	I978	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	I978	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	I998	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J010	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J013	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J014	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J016	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J019	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J022	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J023	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J024	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J027	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	J027	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	J038	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J066	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J068	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J072	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	J072	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	J073	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	J073	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	J074	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J076	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J077	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J078	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J083	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J085	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J090	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J091	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J092	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J094	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J098	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J100	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J107	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J110	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J115	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J120	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J122	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J129	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J139	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J148	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	J148	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	J151	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J153	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J154	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J155	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J161	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J162	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J165	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	J165	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	J170	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J171	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J172	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J173	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J174	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J175	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J178	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J184	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J185	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J191	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J192	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	J192	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	J193	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J194	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J196	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J197	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J199	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J201	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J203	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J205	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J206	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	J206	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	J207	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J208	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J209	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J210	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	J210	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	J226	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J233	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J234	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J246	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J247	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J249	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J250	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J251	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J252	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J253	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J254	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J255	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J256	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J257	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J258	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J259	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J260	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J261	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J262	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J263	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J276	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J277	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J294	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J295	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J296	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J299	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J300	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J303	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J304	100	200	0	0	1	200	21871	22070	2e-103	370
kmer125	J305	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	J305	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	J306	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J310	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J315	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J341	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J349	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J352	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J353	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J354	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J355	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J356	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J357	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J358	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	J358	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	J359	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J360	100	130	0	0	71	200	22991	23120	2e-64	241
kmer125	J360	100	77	0	0	1	77	21872	21948	5e-35	143
kmer125	J361	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	J361	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	J362	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J363	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J364	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	J364	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	J365	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	J365	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	J366	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	J366	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	J367	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J368	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	J368	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	J369	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J370	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J372	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J375	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J376	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J377	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J378	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J379	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J383	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J384	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J385	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J386	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J388	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J390	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J391	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J393	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J399	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J400	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J401	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J402	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J405	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J406	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J407	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J408	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J409	100	130	0	0	71	200	22992	23121	2e-64	241
kmer125	J409	100	77	0	0	1	77	21873	21949	5e-35	143
kmer125	J410	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J412	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J420	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J421	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J422	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J424	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J430	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J433	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J435	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J436	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J437	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J438	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J450	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J451	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J452	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J453	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J454	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J455	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J457	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J458	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J459	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J460	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J461	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J462	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J473	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J475	100	200	0	0	1	200	21871	22070	2e-103	370
kmer125	J476	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J477	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J487	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J493	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J494	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J495	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J496	100	200	0	0	1	200	21873	22072	2e-103	370
kmer125	J497	100	200	0	0	1	200	21873	22072	2e-103	370
